isin,name,asset_class,ter,currency,use_of_profit,url
LU0290357176,Xtrackers II Eurozone Government Bond 5-7 UCITS ETF 1C,Obligations,"0,15",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0290357176-eurozone-government-bond-5-7-ucits-etf-1c/
LU0290357929,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1C EUR Hedged,Obligations,"0,25",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0290357929-global-inflation-linked-bond-ucits-etf-1c-eur-hedged/
LU0641007264,Xtrackers II Global Inflation-Linked Bond UCITS ETF 3D GBP Hedged,Obligations,"0,25",GBP,Distribution,https://etf.dws.com/fr-fr/LU0641007264-global-inflation-linked-bond-ucits-etf-3d-gbp-hedged/
LU0641007421,Xtrackers II Global Inflation-Linked Bond UCITS ETF 4D CHF Hedged,Obligations,"0,25",CHF,Distribution,https://etf.dws.com/fr-fr/LU0641007421-global-inflation-linked-bond-ucits-etf-4d-chf-hedged/
LU0908508814,Xtrackers II Global Inflation-Linked Bond UCITS ETF 5C,Obligations,"0,20",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0908508814-global-inflation-linked-bond-ucits-etf-5c/
LU0641007009,Xtrackers II Global Inflation-Linked Bond UCITS ETF 2C USD Hedged,Obligations,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0641007009-global-inflation-linked-bond-ucits-etf-2c-usd-hedged/
LU0962078753,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1D EUR Hedged,Obligations,"0,20",EUR,Distribution,https://etf.dws.com/fr-fr/LU0962078753-global-inflation-linked-bond-ucits-etf-1d-eur-hedged/
LU0292097747,Xtrackers MSCI UK ESG UCITS ETF 1D,Actions,"0,18",GBP,Distribution,https://etf.dws.com/fr-fr/LU0292097747-msci-uk-esg-ucits-etf-1d/
IE00BM67HQ30,Xtrackers MSCI World Utilities UCITS ETF 1C,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00BM67HQ30-msci-world-utilities-ucits-etf-1c/
IE00BDR5HM97,Xtrackers USD High Yield Corporate Bond UCITS ETF 1D,Obligations,"0,20",USD,Distribution,https://etf.dws.com/fr-fr/IE00BDR5HM97-usd-high-yield-corporate-bond-ucits-etf-1d/
IE00BG04LT92,Xtrackers USD High Yield Corporate Bond UCITS ETF 2C EUR Hedged,Obligations,"0,25",EUR,Capitalisation,https://etf.dws.com/fr-fr/IE00BG04LT92-usd-high-yield-corporate-bond-ucits-etf-2c-eur-hedged/
IE00BG04LV15,Xtrackers USD High Yield Corporate Bond UCITS ETF 4D GBP Hedged,Obligations,"0,20",GBP,Distribution,https://etf.dws.com/fr-fr/IE00BG04LV15-usd-high-yield-corporate-bond-ucits-etf-4d-gbp-hedged/
IE00BDR5HN05,Xtrackers USD High Yield Corporate Bond UCITS ETF 1C,Obligations,"0,20",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00BDR5HN05-usd-high-yield-corporate-bond-ucits-etf-1c/
IE00BM67HN09,Xtrackers MSCI World Consumer Staples UCITS ETF 1C,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00BM67HN09-msci-world-consumer-staples-ucits-etf-1c/
LU0292095535,Xtrackers Euro Stoxx Quality Dividend UCITS ETF 1D,Actions,"0,30",EUR,Distribution,https://etf.dws.com/fr-fr/LU0292095535-euro-stoxx-quality-dividend-ucits-etf-1d/
IE00BCHWNW54,Xtrackers MSCI USA Health Care UCITS ETF 1D,Actions,"0,12",USD,Distribution,https://etf.dws.com/fr-fr/IE00BCHWNW54-msci-usa-health-care-ucits-etf-1d/
LU2903252349,Scalable MSCI AC World Xtrackers UCITS ETF 1C,Actions,"0,15",USD,Capitalisation,https://etf.dws.com/fr-fr/LU2903252349-scalable-msci-ac-world-xtrackers-ucits-etf-1c/
IE00BCHWNT26,Xtrackers MSCI USA Financials UCITS ETF 1D,Actions,"0,12",USD,Distribution,https://etf.dws.com/fr-fr/IE00BCHWNT26-msci-usa-financials-ucits-etf-1d/
LU0942970442,Xtrackers II ESG Global Aggregate Bond UCITS ETF 4C CHF Hedged,Obligations,"0,10",CHF,Capitalisation,https://etf.dws.com/fr-fr/LU0942970442-esg-global-aggregate-bond-ucits-etf-4c-chf-hedged/
LU0942970103,Xtrackers II ESG Global Aggregate Bond UCITS ETF 1D,Obligations,"0,10",USD,Distribution,https://etf.dws.com/fr-fr/LU0942970103-esg-global-aggregate-bond-ucits-etf-1d/
LU0942970368,Xtrackers II ESG Global Aggregate Bond UCITS ETF 3D GBP Hedged,Obligations,"0,10",GBP,Distribution,https://etf.dws.com/fr-fr/LU0942970368-esg-global-aggregate-bond-ucits-etf-3d-gbp-hedged/
LU0942970285,Xtrackers II ESG Global Aggregate Bond UCITS ETF 2C USD Hedged,Obligations,"0,10",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0942970285-esg-global-aggregate-bond-ucits-etf-2c-usd-hedged/
LU0942970798,Xtrackers II ESG Global Aggregate Bond UCITS ETF 5C EUR Hedged,Obligations,"0,10",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0942970798-esg-global-aggregate-bond-ucits-etf-5c-eur-hedged/
LU0460391732,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 2C,Matières Premières,"0,29",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0460391732-bloomberg-commodity-ex-agriculture-livestock-swap-ucits-etf-2c/
LU0292106167,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 1C EUR Hedged,Matières Premières,"0,39",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0292106167-bloomberg-commodity-ex-agriculture-livestock-swap-ucits-etf-1c-eur-hedged/
LU0460391906,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 3C GBP Hedged,Matières Premières,"0,39",GBP,Capitalisation,https://etf.dws.com/fr-fr/LU0460391906-bloomberg-commodity-ex-agriculture-livestock-swap-ucits-etf-3c-gbp-hedged/
LU0489337690,Xtrackers FTSE Developed Europe Real Estate UCITS ETF 1C,Actions,"0,33",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0489337690-ftse-developed-europe-real-estate-ucits-etf-1c/
IE00BCHWNQ94,Xtrackers MSCI World Screened UCITS ETF 1D,Actions,"0,19",USD,Distribution,https://etf.dws.com/fr-fr/IE00BCHWNQ94-msci-world-screened-ucits-etf-1d/
IE000I9HGDZ3,Xtrackers MSCI World Screened UCITS ETF 1C,Actions,"0,19",USD,Capitalisation,https://etf.dws.com/fr-fr/IE000I9HGDZ3-msci-world-screened-ucits-etf-1c/
IE00BM67HS53,Xtrackers MSCI World Materials UCITS ETF 1C,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00BM67HS53-msci-world-materials-ucits-etf-1c/
LU0429790743,Xtrackers Bloomberg Commodity Swap UCITS ETF 2C EUR Hedged,Matières Premières,"0,24",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0429790743-bloomberg-commodity-swap-ucits-etf-2c-eur-hedged/
LU2278080713,Xtrackers Bloomberg Commodity Swap UCITS ETF 1C,Matières Premières,"0,12",USD,Capitalisation,https://etf.dws.com/fr-fr/LU2278080713-bloomberg-commodity-swap-ucits-etf-1c/
LU0292107991,Xtrackers MSCI EM Asia Screened Swap UCITS ETF 1C,Actions,"0,65",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0292107991-msci-em-asia-screened-swap-ucits-etf-1c/
LU2296661775,Xtrackers MSCI EM Asia Screened Swap UCITS ETF 1D,Actions,"0,35",USD,Distribution,https://etf.dws.com/fr-fr/LU2296661775-msci-em-asia-screened-swap-ucits-etf-1d/
LU0952581584,Xtrackers II Japan Government Bond UCITS ETF 1C,Obligations,"0,15",JPY,Capitalisation,https://etf.dws.com/fr-fr/LU0952581584-japan-government-bond-ucits-etf-1c/
LU3003218446,Xtrackers II Japan Government Bond UCITS ETF 2C – EUR Hedged,Obligations,"0,20",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU3003218446-japan-government-bond-ucits-etf-2c-eur-hedged/
LU0322253229,Xtrackers S&P Global Infrastructure Swap UCITS ETF 1C,Actions,"0,60",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0322253229-s-p-global-infrastructure-swap-ucits-etf-1c/
IE00BYPHT736,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1D,Obligations,"0,25",EUR,Distribution,https://etf.dws.com/fr-fr/IE00BYPHT736-iboxx-eur-corporate-bond-yield-plus-ucits-etf-1d/
IE000UX5WPU4,Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1C,Obligations,"0,25",EUR,Capitalisation,https://etf.dws.com/fr-fr/IE000UX5WPU4-iboxx-eur-corporate-bond-yield-plus-ucits-etf-1c/
LU0838782315,Xtrackers DAX ESG Screened UCITS ETF 1D,Actions,"0,09",EUR,Distribution,https://etf.dws.com/fr-fr/LU0838782315-dax-esg-screened-ucits-etf-1d/
LU1221102491,Xtrackers DAX ESG Screened UCITS ETF 4C CHF Hedged,Actions,"0,19",CHF,Capitalisation,https://etf.dws.com/fr-fr/LU1221102491-dax-esg-screened-ucits-etf-4c-chf-hedged/
LU1221100792,Xtrackers DAX ESG Screened UCITS ETF 2C USD Hedged,Actions,"0,19",USD,Capitalisation,https://etf.dws.com/fr-fr/LU1221100792-dax-esg-screened-ucits-etf-2c-usd-hedged/
LU0290356954,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1C,Obligations,"0,15",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0290356954-eurozone-government-bond-3-5-ucits-etf-1c/
LU2606231418,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 2D - GBP Hedged,Obligations,"0,20",GBP,Distribution,https://etf.dws.com/fr-fr/LU2606231418-eurozone-government-bond-3-5-ucits-etf-2d-gbp-hedged/
LU2606231335,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 2C - USD Hedged,Obligations,"0,20",USD,Capitalisation,https://etf.dws.com/fr-fr/LU2606231335-eurozone-government-bond-3-5-ucits-etf-2c-usd-hedged/
LU0614173895,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1D,Obligations,"0,15",EUR,Distribution,https://etf.dws.com/fr-fr/LU0614173895-eurozone-government-bond-3-5-ucits-etf-1d/
IE0002PGSLZ5,Xtrackers US Equity Enhanced Active UCITS ETF 1C,Actions,"0,20",USD,Capitalisation,https://etf.dws.com/fr-fr/IE0002PGSLZ5-us-equity-enhanced-active-ucits-etf-1c/
IE00BNC1G707,Xtrackers MSCI USA Communication Services UCITS ETF 1D,Actions,"0,12",USD,Distribution,https://etf.dws.com/fr-fr/IE00BNC1G707-msci-usa-communication-services-ucits-etf-1d/
LU0411078552,Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF 1C,Actions,"0,60",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0411078552-s-p-500-2x-leveraged-daily-swap-ucits-etf-1c/
LU0514695187,Xtrackers MSCI India Swap UCITS ETF 1C,Actions,"0,19",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0514695187-msci-india-swap-ucits-etf-1c/
LU0322248146,Xtrackers SLI UCITS ETF 1D,Actions,"0,25",CHF,Distribution,https://etf.dws.com/fr-fr/LU0322248146-sli-ucits-etf-1d/
DE000A1E0HS6,Xtrackers Physical Silver ETC (EUR),Métaux précieux,"0,40",EUR,--,https://etf.dws.com/fr-fr/etc/DE000A1E0HS6-xtrackers-physical-silver-etc-eur/
LU2641054551,Xtrackers II Germany Government Bond 0-1 UCITS ETF 1C,Obligations,"0,07",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU2641054551-germany-government-bond-0-1-ucits-etf-1c/
LU0292100046,Xtrackers MSCI Korea UCITS ETF 1C,Actions,"0,45",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0292100046-msci-korea-ucits-etf-1c/
DE000A2UDH48,Xtrackers IE Physical Gold GBP Hedged ETC Securities,Métaux précieux,"0,24",GBP,--,https://etf.dws.com/fr-fr/etc/DE000A2UDH48-xtrackers-ie-physical-gold-gbp-hedged-etc-securities/
LU0290358224,Xtrackers II Eurozone Inflation-Linked Bond UCITS ETF 1C,Obligations,"0,15",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0290358224-eurozone-inflation-linked-bond-ucits-etf-1c/
IE00BRB36B93,Xtrackers MSCI Japan Screened UCITS ETF 3C EUR Hedged,Actions,"0,25",EUR,Capitalisation,https://etf.dws.com/fr-fr/IE00BRB36B93-msci-japan-screened-ucits-etf-3c-eur-hedged/
IE00BPVLQD13,Xtrackers MSCI Japan Screened UCITS ETF 1D,Actions,"0,15",JPY,Distribution,https://etf.dws.com/fr-fr/IE00BPVLQD13-msci-japan-screened-ucits-etf-1d/
IE00BPVLQF37,Xtrackers MSCI Japan Screened UCITS ETF 2D GBP Hedged,Actions,"0,25",GBP,Distribution,https://etf.dws.com/fr-fr/IE00BPVLQF37-msci-japan-screened-ucits-etf-2d-gbp-hedged/
IE00BTGD1B38,Xtrackers MSCI Japan Screened UCITS ETF 4C USD Hedged,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00BTGD1B38-msci-japan-screened-ucits-etf-4c-usd-hedged/
IE00094GSCQ4,Xtrackers World Equity Enhanced Active UCITS ETF 1C,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00094GSCQ4-world-equity-enhanced-active-ucits-etf-1c/
GB00B5840F36,Xtrackers Physical Gold ETC,Métaux précieux,"0,25",USD,--,https://etf.dws.com/fr-fr/etc/GB00B5840F36-xtrackers-physical-gold-etc/
LU0292109187,Xtrackers MSCI Taiwan UCITS ETF 1C,Actions,"0,65",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0292109187-msci-taiwan-ucits-etf-1c/
LU1109939865,Xtrackers II Rolling Target Maturity Sept 2027 EUR High Yield UCITS ETF 1D,Obligations,"0,30",EUR,Distribution,https://etf.dws.com/fr-fr/LU1109939865-rolling-target-maturity-sept-2027-eur-high-yield-ucits-etf-1d/
LU1109941689,Xtrackers II Rolling Target Maturity Sept 2027 EUR High Yield UCITS ETF 1C,Obligations,"0,30",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU1109941689-rolling-target-maturity-sept-2027-eur-high-yield-ucits-etf-1c/
LU0677077884,Xtrackers II J.P. Morgan USD Emerging Markets Bond UCITS ETF 2D,Obligations,"0,25",USD,Distribution,https://etf.dws.com/fr-fr/LU0677077884-j-p-morgan-usd-emerging-markets-bond-ucits-etf-2d/
LU2361257269,Xtrackers II J.P. Morgan USD Emerging Markets Bond UCITS ETF 1D EUR Hedged,Obligations,"0,40",EUR,Distribution,https://etf.dws.com/fr-fr/LU2361257269-j-p-morgan-usd-emerging-markets-bond-ucits-etf-1d-eur-hedged/
LU1920015440,Xtrackers II J.P. Morgan USD Emerging Markets Bond UCITS ETF 2C,Obligations,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/LU1920015440-j-p-morgan-usd-emerging-markets-bond-ucits-etf-2c/
LU0321462953,Xtrackers II J.P. Morgan USD Emerging Markets Bond UCITS ETF 1C EUR Hedged,Obligations,"0,40",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0321462953-j-p-morgan-usd-emerging-markets-bond-ucits-etf-1c-eur-hedged/
IE00BM67HR47,Xtrackers MSCI World Communication Services UCITS ETF 1C,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00BM67HR47-msci-world-communication-services-ucits-etf-1c/
IE00BM67HP23,Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00BM67HP23-msci-world-consumer-discretionary-ucits-etf-1c/
LU0292103222,Xtrackers MSCI Europe Health Care UCITS ETF 1C,Actions,"0,17",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0292103222-msci-europe-health-care-ucits-etf-1c/
LU0486851024,Xtrackers MSCI Europe Value UCITS ETF 1C,Actions,"0,15",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0486851024-msci-europe-value-ucits-etf-1c/
LU0322252924,Xtrackers Vietnam Swap UCITS ETF 1C,Actions,"0,85",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0322252924-vietnam-swap-ucits-etf-1c/
IE000TL3PL69,Xtrackers MSCI World Momentum ESG UCITS ETF 1C,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE000TL3PL69-msci-world-momentum-esg-ucits-etf-1c/
IE00BCHWNV48,Xtrackers MSCI USA Industrials UCITS ETF 1D,Actions,"0,12",USD,Distribution,https://etf.dws.com/fr-fr/IE00BCHWNV48-msci-usa-industrials-ucits-etf-1d/
IE00BGV5VM45,Xtrackers S&P Europe ex UK UCITS ETF 1D,Actions,"0,09",EUR,Distribution,https://etf.dws.com/fr-fr/IE00BGV5VM45-s-p-europe-ex-uk-ucits-etf-1d/
LU0322252171,Xtrackers MSCI AC Asia ex Japan ESG Swap UCITS ETF 1C,Actions,"0,65",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0322252171-msci-ac-asia-ex-japan-esg-swap-ucits-etf-1c/
LU0321465469,Xtrackers II USD Overnight Rate Swap UCITS ETF 1C,Obligations,"0,10",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0321465469-usd-overnight-rate-swap-ucits-etf-1c/
LU0476289466,Xtrackers MSCI Mexico UCITS ETF 1C,Actions,"0,65",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0476289466-msci-mexico-ucits-etf-1c/
DE000A1EK0J7,Xtrackers Physical Silver EUR Hedged ETC,Métaux précieux,"0,75",EUR,--,https://etf.dws.com/fr-fr/etc/DE000A1EK0J7-xtrackers-physical-silver-eur-hedged-etc/
LU0322250712,Xtrackers LPX Private Equity Swap UCITS ETF 1C,Actions,"0,70",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0322250712-lpx-private-equity-swap-ucits-etf-1c/
LU0994505336,Xtrackers Spain UCITS ETF 1D,Actions,"0,30",EUR,Distribution,https://etf.dws.com/fr-fr/LU0994505336-spain-ucits-etf-1d/
LU0592216393,Xtrackers Spain UCITS ETF 1C,Actions,"0,30",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0592216393-spain-ucits-etf-1c/
IE000LAUZQT6,Xtrackers MSCI World Value ESG UCITS ETF 1C,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE000LAUZQT6-msci-world-value-esg-ucits-etf-1c/
LU0875160326,Xtrackers Harvest CSI300 UCITS ETF 1D,Actions,"0,65",USD,Distribution,https://etf.dws.com/fr-fr/LU0875160326-harvest-csi300-ucits-etf-1d/
IE000PDUVTF3,Xtrackers MSCI USA Swap II UCITS ETF 1C,Actions,"0,04",USD,Capitalisation,https://etf.dws.com/fr-fr/IE000PDUVTF3-msci-usa-swap-ii-ucits-etf-1c/
IE000FW16TX1,Xtrackers MSCI USA Swap II UCITS ETF 1D,Actions,"0,04",USD,Distribution,https://etf.dws.com/fr-fr/IE000FW16TX1-msci-usa-swap-ii-ucits-etf-1d/
DE000A2T0VS9,Xtrackers IE Physical Silver ETC Securities,Métaux précieux,"0,20",USD,--,https://etf.dws.com/fr-fr/etc/DE000A2T0VS9-xtrackers-ie-physical-silver-etc-securities/
IE00BL58LJ19,Xtrackers USD Corporate Bond SRI PAB UCITS ETF 1C,Obligations,"0,16",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00BL58LJ19-usd-corporate-bond-sri-pab-ucits-etf-1c/
IE00BL58LL31,Xtrackers USD Corporate Bond SRI PAB UCITS ETF 2C EUR Hedged,Obligations,"0,21",EUR,Capitalisation,https://etf.dws.com/fr-fr/IE00BL58LL31-usd-corporate-bond-sri-pab-ucits-etf-2c-eur-hedged/
LU2673523309,Xtrackers II Target Maturity Sept 2029 EUR Corporate Bond UCITS ETF 1D,Obligations,"0,12",EUR,Distribution,https://etf.dws.com/fr-fr/LU2673523309-target-maturity-sept-2029-eur-corporate-bond-ucits-etf-1d/
LU2673522913,Xtrackers II Target Maturity Sept 2029 EUR Corporate Bond UCITS ETF 1C,Obligations,"0,12",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU2673522913-target-maturity-sept-2029-eur-corporate-bond-ucits-etf-1c/
LU2673523481,Xtrackers II Target Maturity Sept 2031 EUR Corporate Bond UCITS ETF 1D,Obligations,"0,12",EUR,Distribution,https://etf.dws.com/fr-fr/LU2673523481-target-maturity-sept-2031-eur-corporate-bond-ucits-etf-1d/
LU2673523135,Xtrackers II Target Maturity Sept 2031 EUR Corporate Bond UCITS ETF 1C,Obligations,"0,12",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU2673523135-target-maturity-sept-2031-eur-corporate-bond-ucits-etf-1c/
LU0925589839,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1C,Obligations,"0,15",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0925589839-iboxx-eurozone-government-bond-yield-plus-1-3-ucits-etf-1c/
LU2552296563,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 2D,Obligations,"0,15",EUR,Distribution,https://etf.dws.com/fr-fr/LU2552296563-iboxx-eurozone-government-bond-yield-plus-1-3-ucits-etf-2d/
LU0321464652,Xtrackers II GBP Overnight Rate Swap UCITS ETF 1D,Obligations,"0,10",GBP,Distribution,https://etf.dws.com/fr-fr/LU0321464652-gbp-overnight-rate-swap-ucits-etf-1d/
LU0292109344,Xtrackers MSCI Brazil UCITS ETF 1C,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0292109344-msci-brazil-ucits-etf-1c/
LU2504537445,Xtrackers II Eurozone Government Bond ESG Tilted UCITS ETF 1D,Obligations,"0,12",EUR,Distribution,https://etf.dws.com/fr-fr/LU2504537445-eurozone-government-bond-esg-tilted-ucits-etf-1d/
IE00BD4DXB77,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 2D EUR Hedged,Obligations,"0,50",EUR,Distribution,https://etf.dws.com/fr-fr/IE00BD4DXB77-esg-usd-emerging-markets-bond-quality-weighted-ucits-etf-2d-eur-hedged/
IE0004KLW911,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1C,Obligations,"0,45",USD,Capitalisation,https://etf.dws.com/fr-fr/IE0004KLW911-esg-usd-emerging-markets-bond-quality-weighted-ucits-etf-1c/
IE00BD4DX952,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1D,Obligations,"0,45",USD,Distribution,https://etf.dws.com/fr-fr/IE00BD4DX952-esg-usd-emerging-markets-bond-quality-weighted-ucits-etf-1d/
IE00074JLU02,Xtrackers Japan Net Zero Pathway Paris Aligned UCITS ETF 1C,Actions,"0,15",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00074JLU02-japan-net-zero-pathway-paris-aligned-ucits-etf-1c/
IE0003NQ0IY5,Xtrackers MSCI World Quality ESG UCITS ETF 1C,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE0003NQ0IY5-msci-world-quality-esg-ucits-etf-1c/
IE000AGH5ZI1,Xtrackers Global High Yield Corporate Bond UCITS ETF 2C - EUR Hedged,Obligations,"0,20",EUR,Capitalisation,https://etf.dws.com/fr-fr/IE000AGH5ZI1-global-high-yield-corporate-bond-ucits-etf-2c-eur-hedged/
IE000MCVFK47,Xtrackers EUR Corporate Green Bond UCITS ETF 1C,Obligations,"0,25",EUR,Capitalisation,https://etf.dws.com/fr-fr/IE000MCVFK47-eur-corporate-green-bond-ucits-etf-1c/
IE00BM97MV06,Xtrackers US Treasuries Ultrashort Bond UCITS ETF 3C MXN Hedged,Obligations,"0,09",MXN,Capitalisation,https://etf.dws.com/fr-fr/IE00BM97MV06-us-treasuries-ultrashort-bond-ucits-etf-3c-mxn-hedged/
IE00BM97MR69,Xtrackers US Treasuries Ultrashort Bond UCITS ETF 1C,Obligations,"0,06",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00BM97MR69-us-treasuries-ultrashort-bond-ucits-etf-1c/
IE00BGV5VR99,Xtrackers Future Mobility UCITS ETF 1C,Actions,"0,35",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00BGV5VR99-future-mobility-ucits-etf-1c/
LU0429458895,Xtrackers II US Treasuries 1-3 UCITS ETF 1D,Obligations,"0,06",USD,Distribution,https://etf.dws.com/fr-fr/LU0429458895-us-treasuries-1-3-ucits-etf-1d/
LU1920015523,Xtrackers II US Treasuries 1-3 UCITS ETF 1C,Obligations,"0,06",USD,Capitalisation,https://etf.dws.com/fr-fr/LU1920015523-us-treasuries-1-3-ucits-etf-1c/
LU0292106241,Xtrackers ShortDAX Daily Swap UCITS ETF 1C,Actions,"0,40",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0292106241-shortdax-daily-swap-ucits-etf-1c/
IE00BH361H73,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,Actions,"0,39",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00BH361H73-msci-north-america-high-dividend-yield-ucits-etf-1c/
LU2673523051,Xtrackers II Target Maturity Sept 2033 EUR Corporate Bond UCITS ETF 1C,Obligations,"0,12",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU2673523051-target-maturity-sept-2033-eur-corporate-bond-ucits-etf-1c/
LU2673523564,Xtrackers II Target Maturity Sept 2033 EUR Corporate Bond UCITS ETF 1D,Obligations,"0,12",EUR,Distribution,https://etf.dws.com/fr-fr/LU2673523564-target-maturity-sept-2033-eur-corporate-bond-ucits-etf-1d/
LU0292109690,Xtrackers Nifty 50 Swap UCITS ETF 1C,Actions,"0,85",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0292109690-nifty-50-swap-ucits-etf-1c/
LU0292103651,Xtrackers MSCI Europe Financials UCITS ETF 1C,Actions,"0,17",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0292103651-msci-europe-financials-ucits-etf-1c/
LU2673522830,Xtrackers II Target Maturity Sept 2027 EUR Corporate Bond UCITS ETF 1C,Obligations,"0,12",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU2673522830-target-maturity-sept-2027-eur-corporate-bond-ucits-etf-1c/
LU2673523218,Xtrackers II Target Maturity Sept 2027 EUR Corporate Bond UCITS ETF 1D,Obligations,"0,12",EUR,Distribution,https://etf.dws.com/fr-fr/LU2673523218-target-maturity-sept-2027-eur-corporate-bond-ucits-etf-1d/
LU0322251520,Xtrackers S&P 500 Inverse Daily Swap UCITS ETF 1C,Actions,"0,50",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0322251520-s-p-500-inverse-daily-swap-ucits-etf-1c/
IE00BGQYRR35,Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D,Actions,"0,12",USD,Distribution,https://etf.dws.com/fr-fr/IE00BGQYRR35-msci-usa-consumer-discretionary-ucits-etf-1d/
IE000F354Q61,Xtrackers MSCI World Small Cap UCITS ETF 1C,Actions,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE000F354Q61-msci-world-small-cap-ucits-etf-1c/
IE000ISS8DB2,Xtrackers MSCI World Small Cap UCITS ETF 1D,Actions,"0,25",USD,Distribution,https://etf.dws.com/fr-fr/IE000ISS8DB2-msci-world-small-cap-ucits-etf-1d/
IE00BM67HJ62,Xtrackers MSCI Emerging Markets ex China UCITS ETF 1C,Actions,"0,16",GBP,Capitalisation,https://etf.dws.com/fr-fr/IE00BM67HJ62-msci-emerging-markets-ex-china-ucits-etf-1c/
